"iid","gender","wave","pid","match","samerace","age_part","race_part","pref_part_att","pref_part_sin","pre_part_int","pre_part_fun","pre_part_amb","pre_part_sha","dec_part","part_att","part_sin","part_int","part_fun","part_amb","part_sha","part_lik","part_prob","part_met","age_self"
56,0,3,74,0,1,25,2,30,0,30,30,10,0,0,8,10,8,8,10,5,7,1,2,23
56,0,3,75,0,0,24,6,20,20,20,20,10,10,1,8,6,6,7,7,5,6,5,2,23
57,0,3,66,0,0,29,3,20,25,15,15,53,20,0,4,7,7,6,6,5,5,5,2,22
57,0,3,67,0,0,22,6,20,15,20,20,5,10,0,5,10,7,5,4,1,5,1,2,22
57,0,3,68,0,0,27,1,21,17,22,20,8,13,0,5,6,6,5,5,4,4,0,2,22
57,0,3,69,0,1,28,2,50,10,30,10,0,0,0,4,7,7,5,5,NA,4,2,2,22
57,0,3,70,0,1,26,2,25,10,20,20,15,10,0,5,8,7,5,5,4,7,2,2,22
57,0,3,71,1,1,21,2,60,15,0,15,0,10,1,6,9,8,6,8,6,9,3,2,22
57,0,3,72,0,1,22,2,21,20,19,20,10,10,0,5,8,8,7,7,7,6,6,2,22
57,0,3,73,0,1,22,2,30,10,20,30,0,10,0,6,8,6,6,6,5,5,6,2,22
57,0,3,74,0,1,25,2,30,0,30,30,10,0,0,7,6,6,8,6,5,5,2,2,22
57,0,3,75,0,0,24,6,20,20,20,20,10,10,1,6,8,7,6,5,5,6,5,2,22
58,0,3,66,0,0,29,3,20,25,15,15,53,20,1,5,8,8,NA,9,8,7,6,NA,NA
58,0,3,67,0,0,22,6,20,15,20,20,5,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,0,3,68,0,0,27,1,21,17,22,20,8,13,0,6,7,5,6,5,6,7,0,2,NA
58,0,3,69,0,0,28,2,50,10,30,10,0,0,0,4,7,4,2,3,1,1,1,2,NA
58,0,3,70,0,0,26,2,25,10,20,20,15,10,0,6,6,7,8,6,7,6,2,2,NA
58,0,3,71,1,0,21,2,60,15,0,15,0,10,1,6,7,6,8,9,6,6,2,2,NA
58,0,3,72,0,0,22,2,21,20,19,20,10,10,1,6,7,7,7,6,6,6,4,2,NA
58,0,3,73,0,0,22,2,30,10,20,30,0,10,0,5,7,7,6,6,5,4,4,2,NA
58,0,3,74,1,0,25,2,30,0,30,30,10,0,1,8,8,7,8,5,9,7,6,2,NA
58,0,3,75,0,0,24,6,20,20,20,20,10,10,1,7,6,6,6,8,5,6,5,2,NA
59,0,3,66,0,0,29,3,20,25,15,15,53,20,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,0,3,67,0,0,22,6,20,15,20,20,5,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,0,3,68,0,0,27,1,21,17,22,20,8,13,0,5,7,6,4,4,6,5,0,2,NA
59,0,3,69,0,0,28,2,50,10,30,10,0,0,0,5,8,6,6,NA,4,6,4,2,NA
59,0,3,70,0,0,26,2,25,10,20,20,15,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,0,3,71,0,0,21,2,60,15,0,15,0,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,0,3,72,0,0,22,2,21,20,19,20,10,10,0,6,7,7,3,5,3,3,3,2,NA
59,0,3,73,0,0,22,2,30,10,20,30,0,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,0,3,74,0,0,25,2,30,0,30,30,10,0,0,7,7,7,2,3,2,3,1,2,NA
59,0,3,75,0,0,24,6,20,20,20,20,10,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,0,3,66,1,0,29,3,20,25,15,15,53,20,1,5,8,7,8,8,6,6,6,2,29
60,0,3,67,0,1,22,6,20,15,20,20,5,10,0,6,6,5,10,7,6,6,5,2,29
60,0,3,68,0,0,27,1,21,17,22,20,8,13,0,3,6,5,4,6,4,4,5,2,29
60,0,3,69,0,0,28,2,50,10,30,10,0,0,0,4,7,7,4,4,NA,3,3,2,29
60,0,3,70,0,0,26,2,25,10,20,20,15,10,0,6,6,6,8,6,5,7,2,2,29
60,0,3,71,0,0,21,2,60,15,0,15,0,10,0,4,8,6,6,5,1,2,0,2,29
60,0,3,72,0,0,22,2,21,20,19,20,10,10,0,5,8,7,6,5,5,5,6,2,29
60,0,3,73,0,0,22,2,30,10,20,30,0,10,0,4,7,6,6,7,5,5,7,2,29
60,0,3,74,0,0,25,2,30,0,30,30,10,0,0,6,8,8,7,7,5,5,1,2,29
60,0,3,75,0,1,24,6,20,20,20,20,10,10,1,5,6,7,6,5,5,5,5,2,29
61,0,3,66,0,0,29,3,20,25,15,15,53,20,0,3,6,NA,5,6,5,4,6,2,28
61,0,3,67,0,0,22,6,20,15,20,20,5,10,0,0,6,5,4,3,2,1,5,2,28
61,0,3,68,0,0,27,1,21,17,22,20,8,13,0,4,6,6,5,5,2,5,0,2,28
61,0,3,69,0,1,28,2,50,10,30,10,0,0,0,2,8,8,4,6,3,4,4,2,28
61,0,3,70,0,1,26,2,25,10,20,20,15,10,0,5,8,9,7,5,5,6,2,2,28
61,0,3,71,1,1,21,2,60,15,0,15,0,10,1,6,6,8,7,7,2,8,0,2,28
61,0,3,72,0,1,22,2,21,20,19,20,10,10,0,5,8,7,5,6,5,6,7,2,28
61,0,3,73,0,1,22,2,30,10,20,30,0,10,0,3,7,7,3,6,5,3,3,NA,28
61,0,3,74,0,1,25,2,30,0,30,30,10,0,0,5,9,10,7,8,7,7,6,2,28
61,0,3,75,1,0,24,6,20,20,20,20,10,10,1,6,7,8,6,5,7,6,6,2,28
62,0,3,66,0,1,29,3,20,25,15,15,53,20,1,9,8,8,8,7,5,8,5,2,26
62,0,3,67,1,0,22,6,20,15,20,20,5,10,1,10,10,10,10,10,10,10,10,1,26
62,0,3,68,0,0,27,1,21,17,22,20,8,13,1,8,7,6,5,5,4,7,3,2,26
62,0,3,69,1,0,28,2,50,10,30,10,0,0,1,8,6,8,6,7,NA,7,4,2,26
62,0,3,70,0,0,26,2,25,10,20,20,15,10,0,8,6,7,5,6,7,7,2,2,26
62,0,3,71,0,0,21,2,60,15,0,15,0,10,0,10,6,8,10,6,NA,9,0,2,26
62,0,3,72,0,0,22,2,21,20,19,20,10,10,1,7,7,7,7,7,7,7,5,2,26
62,0,3,73,0,0,22,2,30,10,20,30,0,10,1,7,7,7,6,5,5,7,6,2,26
62,0,3,74,1,0,25,2,30,0,30,30,10,0,1,10,9,9,9,7,8,9,6,2,26
62,0,3,75,0,0,24,6,20,20,20,20,10,10,1,6,5,6,4,5,5,6,5,2,26
63,0,3,66,0,0,29,3,20,25,15,15,53,20,0,2,6,7,5,6,4,5,6,2,24
63,0,3,67,1,0,22,6,20,15,20,20,5,10,1,5,5,5,5,5,5,5,5,1,24
63,0,3,68,0,0,27,1,21,17,22,20,8,13,0,4,7,7,6,5,3,6,5,2,24
63,0,3,69,0,0,28,2,50,10,30,10,0,0,0,1,6,8,7,9,NA,5,3,2,24
63,0,3,70,0,0,26,2,25,10,20,20,15,10,0,5,7,9,7,5,4,7,2,2,24
63,0,3,71,0,0,21,2,60,15,0,15,0,10,0,6,4,6,7,NA,NA,5,0,2,24
63,0,3,72,0,0,22,2,21,20,19,20,10,10,0,5,8,8,5,7,6,6,6,2,24
63,0,3,73,0,0,22,2,30,10,20,30,0,10,0,4,8,7,6,7,5,2,7,2,24
63,0,3,74,0,0,25,2,30,0,30,30,10,0,0,7,8,7,7,3,5,6,3,2,24
63,0,3,75,0,0,24,6,20,20,20,20,10,10,0,5,6,6,7,6,5,5,5,2,24
64,0,3,66,0,0,29,3,20,25,15,15,53,20,0,4,6,6,5,4,4,4,5,2,27
64,0,3,67,0,0,22,6,20,15,20,20,5,10,0,6,6,8,6,7,6,6,5,2,27
64,0,3,68,0,0,27,1,21,17,22,20,8,13,0,3,4,6,3,7,2,4,0,2,27
64,0,3,69,0,0,28,2,50,10,30,10,0,0,0,4,6,8,4,9,1,4,3,2,27
64,0,3,70,0,0,26,2,25,10,20,20,15,10,0,6,6,9,6,6,5,6,2,2,27
64,0,3,71,0,0,21,2,60,15,0,15,0,10,0,7,7,9,8,8,5,6,0,2,27
64,0,3,72,0,0,22,2,21,20,19,20,10,10,0,6,7,8,4,7,6,5,5,2,27
64,0,3,73,0,0,22,2,30,10,20,30,0,10,0,3,7,6,6,5,5,3,1,2,27
64,0,3,74,0,0,25,2,30,0,30,30,10,0,1,8,7,7,9,6,8,8,7,2,27
64,0,3,75,1,0,24,6,20,20,20,20,10,10,1,6,6,7,5,6,5,6,7,2,27
65,0,3,66,0,0,29,3,20,25,15,15,53,20,1,8,8,8,8,6,8,8,7,2,23
65,0,3,67,0,1,22,6,20,15,20,20,5,10,1,7,6,7,8,7,7,6,5,2,23
65,0,3,68,0,0,27,1,21,17,22,20,8,13,0,6,7,6,7,5,3,6,5,2,23
65,0,3,69,0,0,28,2,50,10,30,10,0,0,0,5,6,5,8,6,2,5,4,2,23
65,0,3,70,0,0,26,2,25,10,20,20,15,10,0,7,7,7,7,7,8,7,3,2,23
65,0,3,71,0,0,21,2,60,15,0,15,0,10,1,8,8,9,9,8,6,7,1,2,23
65,0,3,72,0,0,22,2,21,20,19,20,10,10,0,5,7,7,7,6,7,7,7,2,23
65,0,3,73,0,0,22,2,30,10,20,30,0,10,0,6,8,7,7,6,5,6,5,2,23
65,0,3,74,0,0,25,2,30,0,30,30,10,0,0,7,9,8,9,5,6,6,3,2,23
65,0,3,75,0,1,24,6,20,20,20,20,10,10,1,6,7,6,8,6,5,6,7,2,23
66,1,3,56,0,0,23,2,17,18,18,15,17,15,0,2,6,2,3,2,3,2,5,2,29
66,1,3,57,0,0,22,2,10,20,20,20,15,15,0,8,7,7,7,7,7,8,7,2,29
66,1,3,58,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,4,9,9,8,8,5,5,9,2,29
66,1,3,59,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,29
66,1,3,60,1,0,29,6,5,20,25,15,15,20,1,9,10,10,5,NA,NA,8,5,2,29
66,1,3,61,0,0,28,2,15,15,20,15,15,20,0,5,8,7,8,8,3,5,4,2,29
66,1,3,62,0,1,26,3,30,10,20,20,10,10,0,6,7,7,7,8,6,6,7,2,29
66,1,3,63,0,0,24,4,5,15,45,25,0,10,1,2,7,7,5,4,2,6,5,2,29
66,1,3,64,0,0,27,4,10,25,25,10,10,20,1,7,7,8,6,8,5,7,5,2,29
66,1,3,65,0,0,23,6,17,17,17,17,17,15,0,6,7,8,7,8,6,6,6,2,29
67,1,3,56,0,0,23,2,17,18,18,15,17,15,0,3,9,9,7,9,7,5,6,2,22
67,1,3,57,0,0,22,2,10,20,20,20,15,15,0,8,8,8,7,8,1,5,5,2,22
67,1,3,58,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,7,7,8,5,NA,4,6,7,2,22
67,1,3,59,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,22
67,1,3,60,0,1,29,6,5,20,25,15,15,20,0,7,10,10,3,NA,3,4,2,2,22
67,1,3,61,0,0,28,2,15,15,20,15,15,20,0,6,8,7,8,7,3,5,4,2,22
67,1,3,62,1,0,26,3,30,10,20,20,10,10,1,8,9,9,9,8,8,8,8,1,22
67,1,3,63,1,0,24,4,5,15,45,25,0,10,1,7,7,7,5,5,5,7,5,1,22
67,1,3,64,0,0,27,4,10,25,25,10,10,20,1,7,7,7,6,5,5,6,5,2,22
67,1,3,65,0,1,23,6,17,17,17,17,17,15,0,6,7,7,7,7,6,6,5,2,22
68,1,3,56,0,0,23,2,17,18,18,15,17,15,0,3,7,5,3,5,2,2,2,NA,27
68,1,3,57,0,0,22,2,10,20,20,20,15,15,0,7,6,9,7,7,7,8,7,2,27
68,1,3,58,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,6,7,9,8,7,5,5,8,2,27
68,1,3,59,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,3,4,9,2,9,6,3,3,2,27
68,1,3,60,0,0,29,6,5,20,25,15,15,20,0,5,1,9,1,1,1,2,1,2,27
68,1,3,61,0,0,28,2,15,15,20,15,15,20,0,7,7,8,7,8,6,5,3,2,27
68,1,3,62,0,0,26,3,30,10,20,20,10,10,0,6,7,7,5,6,6,6,5,2,27
68,1,3,63,0,0,24,4,5,15,45,25,0,10,1,7,7,8,5,5,5,6,3,2,27
68,1,3,64,0,0,27,4,10,25,25,10,10,20,0,4,5,7,4,5,3,4,2,2,27
68,1,3,65,0,0,23,6,17,17,17,17,17,15,0,7,7,7,7,7,6,6,5,2,27
69,1,3,56,1,1,23,2,17,18,18,15,17,15,1,5,10,8,5,8,6,6,6,2,28
69,1,3,57,0,1,22,2,10,20,20,20,15,15,0,9,8,7,8,9,9,9,7,2,28
69,1,3,58,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,8,8,9,9,7,8,8,9,2,28
69,1,3,59,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,6,4,6,6,6,4,6,8,2,28
69,1,3,60,0,0,29,6,5,20,25,15,15,20,1,9,9,10,9,NA,4,9,6,2,28
69,1,3,61,0,1,28,2,15,15,20,15,15,20,1,8,8,8,8,8,5,8,4,2,28
69,1,3,62,1,0,26,3,30,10,20,20,10,10,1,8,8,8,8,8,8,8,8,2,28
69,1,3,63,0,0,24,4,5,15,45,25,0,10,1,6,7,8,5,6,5,6,5,2,28
69,1,3,64,0,0,27,4,10,25,25,10,10,20,1,7,7,8,6,4,4,7,5,2,28
69,1,3,65,0,0,23,6,17,17,17,17,17,15,0,7,7,7,7,8,6,6,6,2,28
70,1,3,56,1,1,23,2,17,18,18,15,17,15,1,4,7,9,9,10,7,9,9,2,26
70,1,3,57,0,1,22,2,10,20,20,20,15,15,1,8,10,10,10,10,10,10,8,2,26
70,1,3,58,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,5,9,9,9,9,5,5,9,2,26
70,1,3,59,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,26
70,1,3,60,0,0,29,6,5,20,25,15,15,20,0,6,10,10,8,8,8,6,2,2,26
70,1,3,61,0,1,28,2,15,15,20,15,15,20,0,6,5,6,8,8,4,5,2,2,26
70,1,3,62,0,0,26,3,30,10,20,20,10,10,0,7,7,8,7,8,7,7,7,2,26
70,1,3,63,0,0,24,4,5,15,45,25,0,10,1,6,6,9,8,8,5,8,4,2,26
70,1,3,64,0,0,27,4,10,25,25,10,10,20,0,5,6,8,6,8,4,5,3,2,26
70,1,3,65,0,0,23,6,17,17,17,17,17,15,0,7,7,8,7,7,6,6,5,2,26
71,1,3,56,0,1,23,2,17,18,18,15,17,15,0,3,10,8,6,7,7,5,10,2,21
71,1,3,57,1,1,22,2,10,20,20,20,15,15,1,10,9,9,8,8,7,8,7,2,21
71,1,3,58,1,0,NA,NA,NA,NA,NA,NA,NA,NA,1,6,8,9,5,9,7,7,9,2,21
71,1,3,59,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,21
71,1,3,60,0,0,29,6,5,20,25,15,15,20,0,2,10,10,1,7,2,3,1,2,21
71,1,3,61,1,1,28,2,15,15,20,15,15,20,1,6,9,8,8,8,5,6,4,2,21
71,1,3,62,0,0,26,3,30,10,20,20,10,10,0,7,8,8,7,8,8,8,8,2,21
71,1,3,63,0,0,24,4,5,15,45,25,0,10,0,1,7,5,3,5,1,1,1,2,21
71,1,3,64,0,0,27,4,10,25,25,10,10,20,1,5,6,6,4,7,5,6,4,2,21
71,1,3,65,0,0,23,6,17,17,17,17,17,15,0,5,7,7,5,7,5,5,4,2,21
72,1,3,56,0,1,23,2,17,18,18,15,17,15,0,3,10,5,3,5,4,3,10,2,22
72,1,3,57,0,1,22,2,10,20,20,20,15,15,1,10,10,10,10,9,9,8,7,2,22
72,1,3,58,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,5,9,9,6,5,4,6,8,2,22
72,1,3,59,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,6,6,0,0,2,2,0,4,2,22
72,1,3,60,0,0,29,6,5,20,25,15,15,20,0,10,4,8,1,1,3,3,1,2,22
72,1,3,61,0,1,28,2,15,15,20,15,15,20,0,7,7,8,8,8,5,6,4,2,22
72,1,3,62,0,0,26,3,30,10,20,20,10,10,0,7,7,6,6,7,7,7,7,NA,22
72,1,3,63,0,0,24,4,5,15,45,25,0,10,0,3,8,5,3,7,1,1,3,2,22
72,1,3,64,0,0,27,4,10,25,25,10,10,20,1,6,6,7,6,6,6,6,4,2,22
72,1,3,65,0,0,23,6,17,17,17,17,17,15,0,7,7,7,7,6,7,6,5,2,22
73,1,3,56,0,1,23,2,17,18,18,15,17,15,1,4,10,9,8,9,7,6,8,2,22
73,1,3,57,0,1,22,2,10,20,20,20,15,15,1,10,10,10,10,10,9,8,7,2,22
73,1,3,58,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,4,8,8,7,8,4,4,8,2,22
73,1,3,59,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,22
73,1,3,60,0,0,29,6,5,20,25,15,15,20,1,7,10,10,9,NA,4,8,4,2,22
73,1,3,61,0,1,28,2,15,15,20,15,15,20,0,6,5,7,8,9,4,4,2,2,22
73,1,3,62,0,0,26,3,30,10,20,20,10,10,0,7,8,8,7,9,7,7,8,2,22
73,1,3,63,0,0,24,4,5,15,45,25,0,10,0,4,5,5,5,8,5,3,1,2,22
73,1,3,64,0,0,27,4,10,25,25,10,10,20,1,6,6,7,6,5,4,5,3,NA,22
73,1,3,65,0,0,23,6,17,17,17,17,17,15,0,7,7,7,8,8,5,6,6,2,22
74,1,3,56,0,1,23,2,17,18,18,15,17,15,0,3,10,7,3,5,2,3,3,2,25
74,1,3,57,0,1,22,2,10,20,20,20,15,15,0,8,9,10,10,9,10,9,8,3,25
74,1,3,58,1,0,NA,NA,NA,NA,NA,NA,NA,NA,1,6,5,9,4,8,5,5,8,2,25
74,1,3,59,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2,3,0,5,0,0,2,2,25
74,1,3,60,0,0,29,6,5,20,25,15,15,20,1,9,10,10,9,10,8,8,8,2,25
74,1,3,61,0,1,28,2,15,15,20,15,15,20,0,5,8,8,8,7,4,7,5,2,25
74,1,3,62,1,0,26,3,30,10,20,20,10,10,1,6,8,8,7,7,8,7,7,2,25
74,1,3,63,0,0,24,4,5,15,45,25,0,10,0,3,8,8,7,8,3,5,5,2,25
74,1,3,64,0,0,27,4,10,25,25,10,10,20,0,6,6,6,5,6,4,5,4,2,25
74,1,3,65,0,0,23,6,17,17,17,17,17,15,0,7,7,7,7,7,5,6,6,2,25
75,1,3,56,0,0,23,2,17,18,18,15,17,15,0,3,10,9,2,9,3,3,6,2,24
75,1,3,57,0,0,22,2,10,20,20,20,15,15,0,8,8,10,10,9,7,8,8,2,24
75,1,3,58,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,5,5,9,5,5,4,4,8,2,24
75,1,3,59,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,24
75,1,3,60,0,1,29,6,5,20,25,15,15,20,0,2,10,10,5,NA,5,7,3,2,24
75,1,3,61,1,0,28,2,15,15,20,15,15,20,1,6,8,8,8,8,5,7,4,2,24
75,1,3,62,0,0,26,3,30,10,20,20,10,10,0,7,7,8,6,8,6,6,7,2,24
75,1,3,63,0,0,24,4,5,15,45,25,0,10,0,3,7,4,2,3,2,3,5,2,24
75,1,3,64,1,0,27,4,10,25,25,10,10,20,1,8,6,8,5,8,5,6,5,2,24
75,1,3,65,0,1,23,6,17,17,17,17,17,15,0,5,8,7,6,8,5,5,4,2,24
76,0,4,94,1,0,28,4,20,20,20,10,10,20,1,6,6,6,7,7,6,7,7,2,34
76,0,4,95,0,1,26,2,18,18,18,19,13,14,0,6,6,7,8,4,6,5,4,2,34
76,0,4,96,0,0,26,3,10,20,20,22,6,22,1,6,7,7,8,NA,NA,7,7,NA,34
76,0,4,97,0,1,29,2,50,7,20,23,0,0,0,4,6,7,7,7,7,4,7,2,34
76,0,4,98,0,1,39,2,40,20,15,20,0,5,1,10,10,10,NA,NA,NA,10,2,2,34
76,0,4,99,0,1,28,2,30,30,20,10,10,0,0,4,7,8,5,7,3,6,9,2,34
76,0,4,100,0,0,30,6,20,25,25,15,5,10,0,4,7,8,7,7,4,5,5,2,34
76,0,4,101,0,0,22,4,40,8,10,12,10,20,1,7,7,8,8,NA,6,7,4,2,34
76,0,4,102,0,1,32,2,30,10,30,20,10,0,1,5,7,8,10,6,9,8,8,2,34
76,0,4,103,0,1,26,2,40,5,20,10,10,15,0,6,8,9,7,7,7,7,5,2,34
76,0,4,104,0,1,27,2,20,15,25,15,20,5,0,6,8,7,6,6,5,6,5,2,34
76,0,4,105,1,0,25,1,30,15,20,20,0,5,1,7,7,8,9,8,7,7,4,2,34
76,0,4,106,0,0,22,3,10,20,35,10,5,20,0,8,3,7,8,4,NA,3,2,2,34
76,0,4,107,1,1,21,2,19,24,21,23,5,8,1,9,9,9,9,9,9,9,9,2,34
76,0,4,108,0,1,24,2,10,20,35,20,0,15,0,7,7,8,7,5,8,6,5,2,34
76,0,4,109,1,0,25,4,15,10,30,10,5,30,1,8,10,8,8,8,7,8,5,2,34
76,0,4,110,1,1,28,2,20,20,15,15,5,25,1,6,6,8,8,7,3,7,6,2,34
76,0,4,111,0,0,27,4,20,20,20,20,10,10,0,3,4,8,8,6,4,5,5,2,34
77,0,4,94,1,0,28,4,20,20,20,10,10,20,1,8,8,7,7,7,5,7,7,2,22
77,0,4,95,0,1,26,2,18,18,18,19,13,14,0,4,6,5,6,5,5,4,4,2,22
77,0,4,96,0,0,26,3,10,20,20,22,6,22,0,7,7,7,6,NA,NA,7,5,2,22
77,0,4,97,1,1,29,2,50,7,20,23,0,0,1,6,9,9,9,6,6,6,4,2,22
77,0,4,98,1,1,39,2,40,20,15,20,0,5,1,10,10,10,NA,NA,NA,10,2,2,22
77,0,4,99,1,1,28,2,30,30,20,10,10,0,1,8,8,9,8,8,9,8,9,2,22
77,0,4,100,0,0,30,6,20,25,25,15,5,10,0,8,7,6,5,5,4,5,4,2,22
77,0,4,101,0,0,22,4,40,8,10,12,10,20,0,7,NA,6,5,NA,NA,6,3,2,22
77,0,4,102,0,1,32,2,30,10,30,20,10,0,0,4,5,6,6,6,6,5,6,2,22
77,0,4,103,0,1,26,2,40,5,20,10,10,15,0,6,7,7,7,7,5,6,4,2,22
77,0,4,104,0,1,27,2,20,15,25,15,20,5,0,6,6,6,6,6,7,7,4,2,22
77,0,4,105,1,0,25,1,30,15,20,20,0,5,1,8,7,8,8,7,7,7,3,2,22
77,0,4,106,0,0,22,3,10,20,35,10,5,20,1,7,5,7,6,4,NA,8,5,2,22
77,0,4,107,1,1,21,2,19,24,21,23,5,8,1,6,8,8,8,9,7,6.5,7,2,22
77,0,4,108,0,1,24,2,10,20,35,20,0,15,0,9,6,7,6,5,3,5,2,2,22
77,0,4,109,0,0,25,4,15,10,30,10,5,30,1,7,10,8,7,5,4,7,5,2,22
77,0,4,110,0,1,28,2,20,20,15,15,5,25,0,6,7,8,6,9,8,5,3,2,22
77,0,4,111,0,0,27,4,20,20,20,20,10,10,0,6,7,7,5,6,5,5,5,2,22
78,0,4,94,0,0,28,4,20,20,20,10,10,20,0,7,5,6,6,5,3,5,3,2,23
78,0,4,95,0,0,26,2,18,18,18,19,13,14,0,5,6,7,4,4,6,4,3,2,23
78,0,4,96,0,1,26,3,10,20,20,22,6,22,0,6,6,6,6,6,NA,6,6,2,23
78,0,4,97,0,0,29,2,50,7,20,23,0,0,0,8,7,8,7,6,5,6,5,2,23
78,0,4,98,0,0,39,2,40,20,15,20,0,5,1,10,10,10,NA,NA,NA,10,3,2,23
78,0,4,99,0,0,28,2,30,30,20,10,10,0,0,4,4,3,4,2,4,5,5,2,23
78,0,4,100,0,0,30,6,20,25,25,15,5,10,1,8,8,7,7,8,8,7,6,2,23
78,0,4,101,0,0,22,4,40,8,10,12,10,20,0,7,NA,6,5,NA,NA,6,2,2,23
78,0,4,102,0,0,32,2,30,10,30,20,10,0,0,5,5,6,3,6,5,5,5,2,23
78,0,4,103,0,0,26,2,40,5,20,10,10,15,0,6,7,6,6,6,6,6,4,2,23
78,0,4,104,0,0,27,2,20,15,25,15,20,5,0,6,8,6,6,4,4,5,2,2,23
78,0,4,105,0,0,25,1,30,15,20,20,0,5,0,5,8,8,6,4,6,5,2,2,23
78,0,4,106,1,1,22,3,10,20,35,10,5,20,1,10,10,10,8,8,NA,8,2,2,23
78,0,4,107,1,0,21,2,19,24,21,23,5,8,1,6.5,7,6.5,5,5,5,5.5,5,2,23
78,0,4,108,0,0,24,2,10,20,35,20,0,15,0,7,7,5,5,4,3,5,3,2,23
78,0,4,109,1,0,25,4,15,10,30,10,5,30,1,7,10,8,8,8,3,7,5,2,23
78,0,4,110,0,0,28,2,20,20,15,15,5,25,0,5,5,7,4,6,NA,4,2,2,23
78,0,4,111,0,0,27,4,20,20,20,20,10,10,0,4,4,5,2,2,3,3,3,2,23
79,0,4,94,0,1,28,4,20,20,20,10,10,20,0,7,7,8,8,6,9,8,6,2,26
79,0,4,95,0,0,26,2,18,18,18,19,13,14,0,4,7,7,6,5,5,5,3,2,26
79,0,4,96,0,0,26,3,10,20,20,22,6,22,1,8,9,9,9,8,8,9,8,1,26
79,0,4,97,0,0,29,2,50,7,20,23,0,0,0,5,7,8,6,7,7,6,6,2,26
79,0,4,98,0,0,39,2,40,20,15,20,0,5,1,10,10,10,NA,NA,NA,10,3,2,26
79,0,4,99,0,0,28,2,30,30,20,10,10,0,1,6,7,8,8,8,9,8,9,2,26
79,0,4,100,0,0,30,6,20,25,25,15,5,10,0,4,8,8,8,6,4,6,4,2,26
79,0,4,101,0,1,22,4,40,8,10,12,10,20,1,6,8,8,6,NA,NA,7,6,2,26
79,0,4,102,0,0,32,2,30,10,30,20,10,0,0,4,4,4,4,6,3,4,4,2,26
79,0,4,103,0,0,26,2,40,5,20,10,10,15,0,5,7,8,6,7,6,6,5,2,26
79,0,4,104,1,0,27,2,20,15,25,15,20,5,1,6,8,7,7,7,4,8,6,2,26
79,0,4,105,0,0,25,1,30,15,20,20,0,5,0,5,9,8,9,5,6,5,2,2,26
79,0,4,106,0,0,22,3,10,20,35,10,5,20,1,8,10,10,6,9,8,9,2,2,26
79,0,4,107,1,0,21,2,19,24,21,23,5,8,1,6,8,9,7,6,5,6,5,2,26
79,0,4,108,1,0,24,2,10,20,35,20,0,15,1,7,8,7,7,4,7,7,5,1,26
79,0,4,109,0,1,25,4,15,10,30,10,5,30,1,7,10,7,7,7,5,7,5,2,26
79,0,4,110,0,0,28,2,20,20,15,15,5,25,0,5,8,9,8,6,NA,5,2,2,26
79,0,4,111,0,1,27,4,20,20,20,20,10,10,0,3,6,5,5,3,7,5,4,2,26
80,0,4,94,0,1,28,4,20,20,20,10,10,20,0,6,7,7,7,7,5,5,5,2,27
80,0,4,95,0,0,26,2,18,18,18,19,13,14,0,5,8,7,5,6,4,5,3,2,27
80,0,4,96,0,0,26,3,10,20,20,22,6,22,0,6,7,7,6,NA,NA,6,7,NA,27
80,0,4,97,0,0,29,2,50,7,20,23,0,0,0,4,6,7,4,6,6,4,5,2,27
80,0,4,98,0,0,39,2,40,20,15,20,0,5,1,10,10,10,NA,NA,NA,8,3,2,27
80,0,4,99,0,0,28,2,30,30,20,10,10,0,0,5,4,6,7,5,5,6,6,2,27
